Argentina,2020-04-11,126
Martinique,2020-06-15,76
Turkey,2020-07-05,178
Zambia,2020-06-27,137
Kiribati,2020-10-23,123
Serbia and Montenegro,2020-10-28,101
Maldives,2020-11-14,65
Mauritius,2020-06-02,200
South Georgia and the South Sandwich Islands,2020-02-11,118
Ireland,2020-01-28,169
Iraq,2020-06-22,136
Cayman Islands,2020-08-16,94
Guernsey,2020-05-23,162
Slovakia,2020-01-08,113
Montserrat,2020-06-18,51
Kiribati,2020-04-18,89
Japan,2020-06-07,192
Israel,2020-03-25,63
Romania,2020-07-15,116
Aruba,2020-07-25,119
Iraq,2020-01-14,161
Bulgaria,2020-12-17,117
Congo,2020-01-04,151
Belgium,2020-05-06,136
